#{"t_start": 1784343020.691273, "env_id": "None"}
r,l,t
-0.410934,4,2805.077824
1.919483,7,2805.51854
-1.238305,8,2806.188235
3.117422,9,2806.949381
-2.139361,4,2807.2943
4.106051,8,2808.18729
4.504924,6,2808.726856
2.434609,14,2810.032384
-0.214659,2,2810.243704
3.444214,3,2810.377502
3.386548,15,2811.741772
3.906905,12,2812.80486
-0.941716,1,2812.811295
-0.905147,1,2813.039541
6.266346,17,2814.302633
1.345269,3,2814.746804
4.665269,8,2815.547032
-2.194365,3,2815.828359
14.298124,13,2817.015244
7.367494,5,2817.364193
2.701636,4,2817.720036
-0.798579,2,2817.866969
3.724773,10,2818.595991
-2.913604,17,2820.322455
1.36799,3,2820.53231
4.32862,8,2821.336267
14.229659,16,2822.713193
2.160336,12,2823.900579
-1.345584,10,2824.801884
5.185412,10,2825.587501
4.866711,3,2825.911618
9.494062,7,2826.461897
4.30389,11,2827.615247
3.707056,5,2828.019076
3.001564,5,2828.610206
0.579066,2,2828.768812
-0.871005,1,2828.789262
-0.325929,2,2828.921474
3.14127,7,2829.601299
0.124853,2,2829.767662
4.064142,5,2830.04201
6.011198,11,2831.189921
2.199554,6,2831.669291
1.273726,15,2832.988405
2.204041,8,2833.725896
1.742498,5,2834.198365
-0.875147,1,2834.22233
0.482498,2,2834.390504
-0.488873,11,2835.418328
0.246274,2,2835.604594
7.458204,11,2836.437377
-0.921716,1,2836.606036
0.241421,2,2836.780912
-0.469218,2,2836.96911
5.482498,4,2837.274811
0.038284,3,2837.42257
5.021493,12,2838.518151
-0.319512,2,2838.736193
0.66598,7,2839.418769
1.841838,8,2840.132262
-0.931716,1,2840.14383
-1.016224,5,2840.674994
16.234175,18,2842.230843
3.490782,4,2842.540503
1.671493,3,2842.77563
0.21733,4,2843.178835
-1.207086,3,2843.54426
8.581829,14,2844.913284
4.862569,3,2845.10528
8.533444,18,2846.651312
-0.951716,1,2846.788648
-0.913431,1,2846.805563
-0.324365,2,2846.984877
-1.634437,5,2847.424891
3.223696,5,2847.857893
6.134701,9,2848.699942
9.184701,9,2849.510843
1.171615,7,2850.352872
8.280711,8,2851.010391
4.140711,7,2851.554941
-1.497502,2,2851.767148
4.034142,3,2852.142641
0.254853,4,2852.539308
-0.810467,10,2853.558067
9.594306,13,2854.919677
-2.072792,2,2855.158911
2.35389,9,2856.003855
-0.903431,1,2856.01849
3.263696,6,2856.551172
10.795677,17,2858.118825
4.397401,11,2859.051163
6.254499,17,2860.659852
-0.841005,1,2860.69078
6.693768,10,2861.578806
0.728701,7,2862.223819
0.179979,9,2863.038048
-1.547452,13,2864.241341
-1.826863,2,2864.3972
7.059848,7,2864.916951
-0.186934,4,2865.354031
2.49664,4,2865.734669
12.73058,33,2868.413981
-2.131787,4,2868.749012
5.659066,9,2869.310197
9.510265,15,2870.551078
-1.068091,6,2871.141814
-0.418162,4,2871.500176
-0.743726,3,2871.717722
-0.965858,1,2871.912152
3.977056,6,2872.491051
-0.301076,2,2872.640683
4.929138,5,2872.969515
13.520092,32,2875.441296
-1.778579,3,2875.750848
1.268701,3,2875.95068
-1.241076,3,2876.269303
8.617199,11,2877.135358
8.046539,19,2878.909261
-0.855147,1,2878.923117
0.510782,2,2879.068856
4.910336,10,2879.885029
11.189251,15,2881.284601
-0.853431,1,2881.313804
1.456316,8,2882.076018
8.496488,7,2882.653124
0.441127,4,2882.978563
0.587351,2,2883.160426
9.071564,7,2883.69853
0.298995,4,2884.017663
18.562115,34,2887.05828
-2.220589,6,2887.672212
5.77259,16,2889.178972
6.323351,4,2889.464916
0.490782,2,2889.610515
0.021198,6,2890.156169
8.004996,7,2890.823972
2.210711,4,2891.14454
-0.961716,1,2891.153138
-0.931716,1,2891.362713
2.721026,14,2892.711113
4.337401,18,2894.27063
-0.945858,1,2894.284663
1.086569,3,2894.639371
4.163128,8,2895.39857
4.167321,16,2896.786437
-2.317645,2,2896.966336
6.643545,10,2897.847571
6.083991,10,2898.660254
1.805685,9,2899.386332
1.553209,5,2899.906816
8.727351,9,2900.556715
-0.945858,1,2900.705871
0.866051,3,2900.926531
3.637595,21,2902.963852
-1.65201,4,2903.267362
0.670782,6,2903.741112
1.665635,19,2905.645799
5.411981,15,2906.906371
0.868823,14,2908.194916
6.592905,12,2909.174222
0.261421,2,2909.351244
11.357056,15,2910.590478
0.570782,2,2910.769346
8.006367,20,2912.543599
4.833107,13,2913.837551
-2.092082,3,2914.022298
-0.605442,5,2914.480285
-1.891716,2,2914.605676
4.077401,24,2916.965064
-2.360934,3,2917.128174
0.128284,2,2917.308568
0.801493,4,2917.788562
-1.651371,9,2918.784667
4.574924,9,2919.39321
0.533137,5,2919.936025
0.279554,3,2920.191715
1.562843,15,2921.56519
5.388478,22,2923.331515
0.914823,16,2924.629995
0.281421,2,2924.823487
9.80984,9,2925.361979
-0.385227,6,2925.957176
-0.951716,1,2926.09659
-0.415807,8,2926.745391
5.053625,9,2927.517874
7.632338,21,2929.464127
-1.824294,4,2929.794394
-0.156224,2,2930.025494
9.633768,9,2930.822636
1.551838,9,2931.68612
3.553553,8,2932.427486
2.112843,14,2933.529613
1.168995,3,2933.766924
1.665412,9,2934.609725
-0.861716,3,2934.783165
3.722203,7,2935.474725
9.824924,11,2936.258752
0.313696,4,2936.616238
1.542052,16,2938.195607
-0.509218,2,2938.378415
1.128995,3,2938.666563
4.372001,18,2940.360336
3.553209,5,2940.689466
3.623919,5,2941.189971
2.544924,4,2941.562824
4.149848,9,2942.226251
-0.911716,1,2942.453013
4.429949,15,2943.702276
2.0,1,2943.872777
3.174895,17,2945.164375
6.092254,13,2946.383616
1.974996,3,2946.572376
-1.586123,10,2947.504498
3.680631,6,2948.07263
0.401838,4,2948.478032
-1.079361,3,2948.810035
1.77196,12,2949.981734
-0.147523,11,2950.866477
0.708061,3,2951.242494
2.119848,3,2951.42237
7.041564,9,2952.223461
9.126417,8,2952.810985
-0.937574,1,2952.819188
3.336569,11,2953.646521
4.448356,3,2953.834362
2.326569,8,2954.526152
-0.975858,1,2954.716558
7.378692,10,2955.798982
7.380265,14,2957.008596
3.462498,4,2957.274368
5.590824,9,2958.043632
6.207544,14,2959.468651
0.788823,13,2960.719067
8.18918,11,2961.800275
0.204853,7,2962.411859
4.372468,14,2963.769149
-0.501644,3,2963.923802
-1.779289,3,2964.313217
6.350113,16,2965.43704
-0.166791,4,2965.78337
2.312254,31,2968.46501
-1.691716,5,2968.975016
7.130538,20,2970.749122
2.534924,8,2971.383226
0.817838,11,2972.381225
-1.325929,2,2972.567013
9.067056,15,2973.983504
4.482498,5,2974.379017
0.635635,2,2974.578533
-0.447868,12,2975.667531
0.81333,10,2976.477494
-1.297452,6,2976.927278
2.813919,4,2977.29185
6.654062,10,2978.182802
6.979138,6,2978.715672
-3.073797,4,2979.042252
7.384062,5,2979.603584
6.57664,7,2980.072255
-1.355929,3,2980.409814
2.414214,1,2980.415606
3.472498,4,2980.806865
6.835635,15,2982.123608
0.635635,3,2982.341439
6.131564,12,2983.500678
-2.640761,8,2984.410235
6.435778,10,2985.260035
1.615635,3,2985.712613
0.076569,2,2985.842729
3.842569,2,2986.003021
-0.429533,6,2986.617098
8.454743,18,2988.367752
-1.066224,7,2988.877208
4.872569,4,2989.193915
-1.851716,2,2989.360047
1.653209,4,2989.635512
5.999188,15,2991.003721
5.522498,7,2991.487159
3.238284,10,2992.270659
-1.730366,5,2992.880627
0.567351,2,2993.092296
-0.975858,1,2993.097228
3.553797,12,2994.243581
2.504924,4,2994.513841
-0.822721,1,2994.654977
2.115706,5,2994.98286
3.560509,11,2996.137353
4.776905,5,2996.50112
0.442498,2,2996.646522
-0.861005,1,2996.881167
9.774916,18,2998.640512
-0.933431,1,2998.652402
1.805341,7,2999.216793
2.673919,8,2999.774474
1.443553,4,3000.092257
1.282132,9,3000.611816
-0.411299,4,3001.02266
5.884478,10,3001.825934
6.864844,6,3002.284726
2.01,2,3002.449563
5.967422,6,3002.934685
1.177767,6,3003.481593
8.713057,11,3004.528013
4.270092,14,3005.791591
1.544214,3,3005.932598
-2.161076,2,3006.127888
1.167279,3,3006.513982
3.044142,5,3006.871711
0.091918,2,3007.086141
2.414214,1,3007.272618
5.624924,12,3008.254298
3.014142,2,3008.481379
3.01,2,3008.641086
0.76333,9,3009.505705
-0.937574,1,3009.704353
4.444214,3,3009.846287
3.94463,5,3010.427861
3.267107,10,3011.466858
10.998986,8,3012.180396
2.098284,6,3012.731428
2.392426,6,3013.179263
0.236569,2,3013.384518
4.519066,6,3013.890955
-0.666863,3,3014.052477
8.306123,12,3015.096058
0.523848,4,3015.415887
-0.843431,1,3015.643492
3.794773,5,3015.968791
2.01,2,3016.164602
1.638112,11,3017.313738
1.944996,3,3017.494517
-0.945858,1,3017.690732
-0.881716,1,3017.705677
6.936711,5,3018.261374
4.106569,6,3018.779046
0.500782,4,3019.132566
4.529197,26,3021.567108
4.058478,10,3022.437362
7.036266,12,3023.430912
13.734663,21,3025.223422
5.878103,13,3026.462303
2.003991,5,3026.800554
6.742203,10,3027.727051
-0.289361,2,3027.897537
-0.005513,4,3028.360364
5.902569,5,3028.871849
3.428356,2,3029.02569
11.956194,14,3030.27599
10.605706,19,3032.090627
6.487321,21,3034.032514
8.536488,8,3034.661934
0.764264,6,3035.240379
-0.986589,6,3035.807952
4.490782,4,3036.18824
10.588915,8,3036.842943
0.896203,6,3037.238123
1.338478,15,3038.437457
1.348133,5,3039.104632
2.0,1,3039.10879
13.837392,23,3041.431974
-2.511808,6,3042.024734
8.302426,9,3042.634382
0.553209,7,3043.198146
3.787401,11,3044.058383
-1.718528,6,3044.657269
-0.945858,1,3044.848914
2.254853,4,3045.247802
5.593209,6,3045.828958
-1.651299,4,3046.210939
7.626833,13,3047.240053
3.125706,5,3047.849661
2.575341,10,3048.952355
11.762905,13,3050.137423
6.540559,20,3051.94549
1.961758,7,3052.547091
6.261047,12,3053.664162
2.0,1,3053.667002
1.613057,6,3054.214851
-0.867574,1,3054.373688
10.6532,12,3055.428233
1.776346,6,3055.965537
0.496468,9,3056.75393
1.181564,5,3057.243723
-0.819289,1,3057.264352
6.962468,21,3059.045657
-0.923431,1,3059.065755
-1.873797,4,3059.453013
10.022325,20,3061.099324
1.022771,7,3061.819577
6.486488,8,3062.455667
2.205269,11,3063.390111
7.359209,5,3063.892256
6.784945,33,3066.868556
-0.96,1,3067.014529
-0.845147,1,3067.0442
2.448356,3,3067.327452
-0.96,1,3067.334287
-0.941716,1,3067.442989
3.494924,5,3067.765259
0.659066,2,3067.972828
6.723919,9,3068.890479
0.270711,3,3069.071054
4.141177,13,3070.312241
11.318326,21,3071.998455
7.789991,5,3072.530054
-0.835147,1,3072.556252
8.780479,12,3073.556917
-0.826863,1,3073.726943
-0.907574,1,3073.741947
2.208843,7,3074.38365
3.983179,20,3076.194246
-0.816152,5,3076.496033
6.012468,13,3077.804529
0.473553,5,3078.162214
-0.909289,1,3078.294946
3.070854,4,3078.632372
1.026346,7,3079.150657
9.222317,19,3080.977504
3.428356,2,3081.152247
-1.389218,2,3081.306103
3.487279,12,3082.201063
1.393747,8,3082.981155
9.243545,16,3084.276867
5.881707,8,3084.926893
2.784335,20,3086.841411
7.868986,7,3087.304222
-0.937574,1,3087.43684
-0.398507,3,3087.630698
1.242325,5,3088.18951
-1.706863,2,3088.410434
-1.015004,2,3088.60678
8.756194,15,3089.769248
-0.822721,1,3089.976543
2.53799,8,3090.673514
-0.93,1,3090.681814
-0.267797,7,3091.32414
-0.895147,1,3091.348711
1.444558,5,3091.969822
8.155332,19,3093.877269
-0.99,1,3094.073177
1.514975,7,3094.646145
7.636875,16,3096.060719
4.341472,8,3096.820684
1.783574,34,3100.282506
0.862569,3,3100.646599
-1.868944,4,3100.986317
7.383351,6,3101.561547
-0.311787,4,3101.826959
3.452498,3,3102.018224
3.975706,5,3102.516349
-0.99,1,3102.52072
-0.851005,1,3102.751774
-0.269361,2,3102.940555
14.074377,22,3104.922316
6.031564,8,3105.576076
3.617401,22,3107.555029
3.01,2,3107.781646
2.414214,1,3107.786342
0.678061,3,3108.143392
11.958835,10,3109.015404
4.968061,10,3110.061844
8.98918,10,3111.043497
-0.891716,1,3111.057009
3.083259,14,3112.391054
7.43992,7,3113.12694
3.720975,9,3114.1369
-0.376081,2,3114.355837
5.949138,5,3114.830448
13.549221,18,3116.748653
0.530782,2,3116.957408
3.438356,3,3117.088819
5.446367,31,3120.524382
-0.267645,4,3120.859651
3.428356,2,3120.99368
-0.97,1,3121.000476
-0.893431,1,3121.160327
-1.241076,3,3121.352097
7.226417,9,3122.162923
13.887342,16,3123.724209
2.804478,6,3124.278951
0.27799,2,3124.493152
-1.931716,2,3124.707031
6.806346,11,3125.676121
0.198284,4,3126.0314
7.143991,10,3126.907858
2.414214,1,3127.081711
-0.879289,1,3127.110575
-0.931716,1,3127.318716
-0.412649,2,3127.486652
-0.947574,1,3127.494179
0.03,3,3127.873562
5.309554,29,3130.365453
-1.458162,5,3130.907062
-0.329361,2,3131.102187
-0.98,1,3131.105555
4.973128,8,3131.833507
2.753818,10,3132.871143
1.726346,4,3133.187345
-0.293726,12,3134.264965
0.379706,12,3135.339911
2.418549,5,3136.015611
-1.596152,4,3136.393534
2.0,1,3136.398051
3.424214,2,3136.560937
1.062426,4,3136.952087
4.49664,5,3137.398306
1.385563,3,3137.587489
3.560782,6,3138.066863
7.405778,6,3138.561358
6.56333,18,3140.300152
1.681493,5,3140.794841
7.880702,7,3141.36718
7.487494,8,3142.088932
-0.907574,1,3142.309667
4.062426,4,3142.653821
-1.803431,2,3142.831675
6.315067,4,3143.17302
-1.498579,6,3143.6542
1.056569,3,3143.812356
1.172275,5,3144.338141
4.989138,10,3145.180863
16.336732,26,3147.463409
2.861686,27,3149.918026
-0.851005,1,3150.110032
0.395563,6,3150.645838
5.554924,7,3151.198783
-0.959268,17,3152.868814
0.372132,4,3153.214862
2.014142,2,3153.33283
4.599066,9,3153.938282
15.407535,16,3155.400595
-0.432649,2,3155.593111
0.028284,2,3155.789613
2.097422,6,3156.357026
-0.875147,1,3156.560735
0.178629,6,3157.130845
-0.066741,11,3158.010977
4.333229,12,3159.029039
2.502275,7,3159.740435
-0.958091,6,3160.270659
-0.871005,1,3160.293027
0.313625,9,3161.161219
2.420416,4,3161.548705
-0.961716,1,3161.557572
-0.921716,1,3161.729806
1.87598,6,3162.258372
-0.881716,1,3162.289429
12.45463,18,3163.847845
4.638133,14,3165.168424
1.78463,4,3165.602905
2.414214,1,3165.78292
-0.903431,1,3165.809665
-0.818579,2,3166.015568
-0.269512,5,3166.57483
-2.661522,9,3167.261773
-2.289361,2,3167.439384
-1.310589,6,3167.91888
3.874113,10,3168.827046
0.900244,6,3169.397585
3.428356,2,3169.564912
6.991564,7,3170.252615
-0.917574,1,3170.263052
6.009848,7,3170.852012
7.409697,13,3171.96266
-2.107939,6,3172.426535
5.482498,4,3172.698294
14.209819,22,3174.615026
-1.690812,10,3175.473156
17.677321,21,3177.308508
3.988671,15,3178.442166
-0.769949,6,3178.892705
-0.921716,1,3179.104671
-0.416152,5,3179.588825
1.202548,12,3180.823256
4.146711,5,3181.387874
4.974996,8,3182.15887
-1.136224,2,3182.420591
0.282275,5,3182.811206
-0.84066,3,3183.249201
0.55664,3,3183.499847
-2.689289,3,3183.943546
4.023991,7,3184.44343
1.62188,8,3185.224782
8.406682,11,3186.363481
8.44992,7,3186.897257
-1.278234,7,3187.61903
-1.806863,2,3187.816167
-0.156791,4,3188.354774
-0.325929,2,3188.532329
2.051909,6,3189.164368
3.482498,4,3189.536182
0.120711,3,3189.683129
2.031564,5,3190.323315
1.105341,6,3190.97232
0.133137,2,3191.152798
-1.487372,10,3192.012326
7.371636,5,3192.422788
2.32333,13,3193.631385
-0.879289,1,3193.647268
8.857199,14,3194.710837
9.233473,27,3196.906722
0.256102,9,3197.60526
2.0,1,3197.763738
2.935828,8,3198.540005
0.162426,4,3198.884233
1.168953,13,3200.029337
-2.237868,10,3201.028663
-0.889289,1,3201.164866
13.710559,19,3202.799566
6.700904,14,3204.160036
0.868671,14,3205.40759
5.118457,27,3208.20618
0.550782,2,3208.441945
6.397494,7,3208.992054
4.169727,25,3211.115335
2.414214,1,3211.11846
4.814529,15,3212.424991
4.07463,7,3213.00743
-1.783431,2,3213.165272
11.378255,21,3215.162214
0.116569,2,3215.346581
5.017351,7,3215.906956
-0.842224,3,3216.306834
-0.573726,3,3216.51466
3.133066,6,3217.029823
3.01,2,3217.204808
2.738061,4,3217.531122
6.287279,10,3218.314241
2.0,1,3218.415961
6.73182,38,3222.112902
2.580782,4,3222.522657
-2.329361,2,3222.66141
3.613553,5,3223.145234
-0.961716,1,3223.30889
0.363848,3,3223.52644
1.509066,3,3223.85763
-0.654437,3,3224.114117
5.577788,16,3225.522992
0.542498,2,3225.68695
-0.237645,2,3225.836716
-0.891716,1,3226.059809
9.661829,10,3226.964997
10.370458,18,3228.444926
13.31796,21,3230.178352
3.004924,9,3231.011942
7.407321,16,3232.492755
-0.97,1,3232.497203
0.581493,4,3232.85237
2.0,1,3233.023028
15.681341,22,3235.161748
2.506051,10,3236.049302
6.554773,10,3237.017755
3.913818,11,3237.947096
-0.893431,1,3238.080462
-0.332599,4,3238.389935
1.326518,18,3240.054749
-0.903431,1,3240.071976
1.171421,7,3240.724577
2.584924,4,3241.036626
-2.055168,8,3241.761547
0.124853,2,3241.993424
-1.755656,4,3242.338617
5.18661,11,3243.289463
1.992914,4,3243.636181
0.462498,2,3243.780815
1.50664,5,3244.243665
-1.806863,2,3244.447352
1.629777,4,3244.870772
-0.931716,1,3244.879636
-1.061371,3,3245.317534
-0.927574,1,3245.328607
1.982519,15,3247.198511
0.056569,2,3247.394525
1.574214,3,3247.646107
-1.818579,2,3247.835703
12.134693,12,3249.240965
-0.907574,1,3249.4455
10.996123,20,3251.324718
-0.867574,1,3251.358379
4.012914,7,3252.156533
9.114996,8,3252.825907
-0.941716,1,3252.838683
6.381636,6,3253.298322
-1.557086,9,3254.198066
3.979848,5,3254.625036
0.193137,2,3254.877257
-0.349218,2,3255.060263
11.221564,9,3255.92785
4.21529,14,3257.554997
-0.923431,2,3257.758656
2.300559,8,3258.453685
0.164386,9,3259.271984
14.657321,22,3261.334701
8.222986,12,3262.533743
0.233137,2,3262.784194
0.838924,4,3263.170193
0.42799,5,3263.763131
0.510782,2,3263.936018
-0.267797,2,3264.124987
-0.720294,3,3264.372291
9.279058,6,3264.948644
7.069848,8,3265.704184
9.433911,9,3266.702411
-1.337817,8,3267.562438
-1.310589,9,3268.352241
5.422325,16,3269.974448
0.415563,7,3270.727127
2.414214,1,3270.732924
-0.921716,1,3270.922629
-0.027797,16,3272.534567
-0.867574,1,3272.565236
-4.612031,9,3273.575059
0.494214,2,3273.722854
-0.476009,7,3274.33059
10.656488,13,3275.646017
5.510782,6,3276.147053
5.323351,4,3276.558867
10.738469,18,3277.956926
6.588356,7,3278.431244
8.373911,9,3279.189466
16.441749,20,3281.048002
0.317279,6,3281.621926
-0.889289,1,3281.652525
-0.861005,1,3281.857037
-0.911716,1,3281.872418
2.355563,4,3282.317318
-1.204508,2,3282.532695
2.524558,7,3283.277454
5.926711,6,3283.758115
8.017422,7,3284.301432
-0.968751,8,3285.133514
2.414214,1,3285.303641
4.987422,7,3285.819172
-0.863431,1,3286.046342
9.187607,18,3287.665815
6.202426,7,3288.217483
-0.917574,1,3288.437164
9.779626,11,3289.271299
6.073991,8,3289.94411
2.944193,15,3291.454784
-0.891716,1,3291.476029
8.042914,11,3292.544926
11.898255,20,3294.294967
7.14455,10,3295.181408
0.136569,2,3295.337733
2.142426,5,3295.683854
8.349554,15,3296.934241
-0.984437,8,3297.707594
-0.794243,5,3298.111235
1.689016,8,3298.850465
0.582498,2,3299.043472
-0.654437,3,3299.423153
1.872569,3,3299.661846
6.143991,8,3300.40432
2.278478,9,3301.351401
-0.915858,1,3301.360844
6.058986,10,3302.288213
8.235412,10,3303.142964
5.944335,12,3304.152433
0.619066,2,3304.308184
7.377494,6,3304.787318
4.342275,5,3305.324677
3.121097,11,3306.295564
2.414214,1,3306.48551
5.454407,9,3307.288554
3.458356,4,3307.662091
1.340416,7,3308.395627
5.349209,5,3308.75
-2.189361,2,3308.915231
4.866711,3,3309.217973
5.659058,14,3310.555934
2.643209,5,3311.009418
0.505046,13,3312.553998
3.034142,4,3312.928569
-2.654041,8,3313.884515
2.99262,8,3314.637355
-1.866863,2,3314.866521
0.443137,4,3315.286691
15.904886,17,3316.672218
10.943006,19,3318.465539
0.508356,3,3318.622181
2.414214,1,3318.792791
1.623848,5,3319.172957
10.897758,20,3320.981845
-0.682721,7,3321.646096
4.128406,11,3322.538845
6.518356,5,3323.073386
-0.875147,2,3323.256653
-4.397157,6,3323.812027
12.981047,12,3324.886483
-0.859289,1,3324.919415
11.470672,26,3327.015133
-0.693726,3,3327.475372
-0.975004,2,3327.671063
5.926711,6,3328.143548
-0.921716,3,3328.306154
-1.253503,3,3328.637238
0.641493,3,3328.860337
3.08661,9,3329.714402
-0.889289,1,3329.728991
0.017918,4,3330.072152
0.204853,2,3330.286232
0.252914,10,3331.225111
-0.903431,1,3331.379654
2.088314,8,3332.127143
-0.621299,3,3332.307719
0.462498,2,3332.442883
3.434214,3,3332.773886
1.405412,7,3333.302813
-1.855147,2,3333.516772
0.316468,9,3334.363123
7.71664,10,3335.16166
7.051564,8,3335.847324
3.607351,6,3336.353225
-0.001737,7,3337.026257
0.932569,3,3337.345569
2.771198,4,3337.67354
-0.947574,1,3337.686495
5.478356,4,3338.044632
-0.965858,1,3338.169997
-0.961716,1,3338.177909
-0.917574,1,3338.351251
-2.114781,17,3339.857891
16.117758,15,3341.372294
7.04796,15,3342.55988
6.070336,9,3343.397381
5.52664,6,3343.915524
-2.072254,10,3344.847981
3.014142,2,3344.998901
1.790488,9,3345.683584
-1.609584,6,3346.216572
3.91328,4,3346.563422
1.384558,4,3346.928898
2.635656,18,3348.830794
-2.289361,2,3349.033816
9.361169,19,3350.671292
-1.891716,2,3350.868591
14.153322,15,3352.006811
5.816863,24,3354.284214
-0.469218,2,3354.470021
5.032203,9,3355.498292
2.414214,1,3355.505021
7.786905,16,3356.889742
9.506488,7,3357.596511
1.321421,3,3357.794963
0.563259,7,3358.578163
-0.556863,6,3359.121357
12.409697,15,3360.341137
-0.963087,3,3360.730294
0.212771,7,3361.33106
6.108284,5,3361.836043
1.236102,8,3362.562893
1.963553,16,3363.996991
5.605483,7,3364.45604
11.410277,25,3367.116294
0.42397,9,3368.003063
5.496854,30,3371.01277
3.458356,4,3371.36278
-0.937574,1,3371.49977
4.846245,7,3372.144706
3.01,2,3372.334729
4.444214,3,3372.704931
-0.891716,1,3372.725506
-0.897574,1,3372.895155
1.011564,5,3373.248295
-0.720294,4,3373.644637
0.164853,2,3373.872981
0.708061,4,3374.175773
1.872569,3,3374.432688
7.278112,21,3376.297279
2.103919,8,3377.180761
0.316274,3,3377.601964
2.995635,27,3380.546181
9.811686,20,3382.353919
-1.855147,2,3382.514886
1.388701,6,3383.077816
1.586468,10,3383.966901
0.492498,4,3384.371927
5.436488,6,3384.838974
1.668213,4,3385.130151
-3.164508,3,3385.484139
2.202426,9,3386.187895
