#{"t_start": 1784343020.691273, "env_id": "None"}
r,l,t
-2.548579,3,2190.365831
-1.058507,6,2190.81577
-1.652864,4,2191.074612
3.052426,4,2191.303243
5.047422,7,2191.764883
1.963066,10,2192.63696
5.601493,8,2193.390712
0.699066,2,2193.604024
2.552132,8,2194.421177
2.414214,1,2194.570436
7.494508,20,2196.471377
1.809066,3,2196.810445
-1.485786,2,2196.945245
4.403625,11,2198.044748
0.647351,2,2198.236295
-0.056224,3,2198.435721
2.03262,9,2199.249246
-2.176224,2,2199.428413
-1.655299,5,2199.802045
2.620122,7,2200.552973
3.146417,6,2201.000953
-0.845147,1,2201.027051
2.829554,11,2202.11164
-0.843431,1,2202.130194
-0.885147,1,2202.239885
2.092426,8,2202.863015
0.502498,2,2203.020601
0.236569,2,2203.176106
-0.573726,5,2203.541289
6.396833,11,2204.591211
1.231421,3,2204.793939
-0.861716,1,2204.945605
1.902569,3,2205.109367
-0.885147,1,2205.293105
-0.891005,1,2205.317456
7.078082,12,2206.412381
1.499411,13,2207.366696
-0.881005,1,2207.390959
1.499655,19,2209.215091
1.895635,7,2209.67901
13.583667,33,2212.389122
-1.018802,10,2213.145788
8.8319,22,2214.977678
-0.280934,3,2215.17468
-1.871716,2,2215.307388
-1.287797,2,2215.517199
2.414214,1,2215.685177
3.753158,9,2216.339049
12.497321,22,2218.152124
0.796346,9,2218.991921
-7.50397,26,2220.999811
-0.931716,1,2221.013201
-0.862721,1,2221.173353
0.522498,2,2221.349653
-1.907086,7,2221.90987
1.107422,3,2222.296614
-0.965858,1,2222.303446
2.444214,3,2222.575022
4.321118,10,2223.372876
-1.015004,3,2223.570816
0.65397,11,2224.652302
-4.011076,4,2224.97891
3.294335,7,2225.518687
2.010193,8,2226.168774
-0.909289,1,2226.337246
-1.749289,3,2226.506066
-2.161076,2,2226.680747
0.059382,7,2227.31673
-0.828406,16,2228.744593
-0.475147,6,2229.223857
-1.268242,13,2230.370997
0.79135,3,2230.737707
3.00262,8,2231.397723
-0.961371,9,2232.069205
3.349554,8,2232.697389
3.676253,26,2234.791532
-0.98,1,2234.936539
-0.869289,1,2234.96031
-0.077797,4,2235.326609
5.553209,6,2235.756215
-0.231076,4,2236.053881
0.550782,2,2236.223658
0.482498,2,2236.395054
8.136804,29,2238.625168
-1.330589,7,2239.211242
0.188873,16,2240.521052
7.167271,13,2241.491062
6.59262,20,2243.069654
-0.536447,4,2243.496298
4.469807,12,2244.527231
-1.332649,2,2244.709292
1.048284,3,2244.843459
3.438356,3,2245.176301
-0.917574,1,2245.201147
2.082426,4,2245.526797
1.749117,7,2246.216282
4.425412,12,2247.042539
1.239706,3,2247.246784
-0.558873,3,2247.549179
-0.99,1,2247.551669
2.046417,5,2247.95765
0.310416,3,2248.155886
6.396804,16,2249.486502
4.653036,18,2250.87143
-0.945858,1,2251.014202
1.645635,8,2251.574147
2.232325,6,2252.157432
4.866711,3,2252.314996
-0.767725,3,2252.606404
0.350051,7,2253.168903
-0.855147,1,2253.359327
-3.228162,6,2253.830071
-0.112792,2,2254.050067
14.631972,41,2257.132172
-1.277645,2,2257.327994
6.102468,9,2258.204182
1.631838,5,2258.759967
9.376316,23,2260.822344
1.161249,8,2261.67134
-0.851716,1,2261.698864
12.502317,23,2263.750586
8.001657,12,2264.89359
4.448356,3,2265.076977
0.753066,3,2265.371847
0.328284,8,2265.962012
0.613402,8,2266.631529
0.342031,6,2267.127966
-0.121228,4,2267.482115
3.679777,13,2268.329644
1.709066,5,2268.818443
-0.917574,1,2268.827171
-0.869289,1,2269.015787
-1.68201,2,2269.218424
-1.357645,2,2269.394124
7.609777,6,2269.823096
-0.811005,1,2269.857249
5.680336,9,2270.591198
-0.901716,1,2270.609605
3.428356,2,2270.801867
-0.897574,1,2270.910452
0.494214,2,2271.073925
3.942061,8,2271.68597
-0.881716,1,2271.698761
2.957767,6,2272.146795
-0.752405,25,2274.2701
-0.911716,1,2274.286584
4.934996,7,2274.872692
3.842569,2,2275.015968
-0.733726,3,2275.194717
-0.909289,1,2275.34975
1.235563,3,2275.493224
6.232834,10,2276.194729
-1.279167,7,2276.8673
1.305412,5,2277.242705
8.280711,9,2278.055519
-1.400934,2,2278.250891
1.601838,6,2278.773672
-0.631299,6,2279.22801
2.832052,16,2280.536309
5.319209,5,2280.828627
2.414214,1,2281.004144
0.301421,2,2281.19324
2.47992,5,2281.511381
3.313919,8,2282.159807
6.534924,5,2282.569618
-2.306081,3,2282.723186
-1.291076,3,2283.046178
-0.965858,1,2283.050832
7.462346,7,2283.72686
-0.352649,2,2283.929481
-0.945219,4,2284.237241
10.969554,26,2286.347493
-0.357502,2,2286.506866
4.574113,11,2287.287631
-1.389218,2,2287.453456
0.993898,10,2288.39583
0.06,2,2288.566292
-0.695097,8,2289.214226
-1.867574,8,2289.807502
6.569066,6,2290.357656
-2.765147,5,2290.90541
-0.99,1,2290.908974
-1.257645,2,2291.103038
-1.475299,6,2291.595643
-0.875147,1,2291.78018
-2.237645,2,2291.964575
-0.937574,1,2291.979585
0.352498,20,2293.80706
8.775139,22,2296.166503
1.633209,4,2296.571935
2.250711,4,2296.910367
-0.865147,3,2297.247293
-0.845147,1,2297.280458
-0.961716,1,2297.465773
0.903209,5,2297.782492
-0.951716,1,2297.937141
1.576325,9,2298.680429
5.617351,7,2299.407792
1.223137,3,2299.580149
-0.893431,1,2299.741225
5.213747,9,2300.540901
-0.738579,2,2300.763151
-1.554731,3,2301.132006
8.353179,20,2302.763923
3.842569,2,2302.921985
-0.096375,4,2303.26794
4.502498,5,2303.65326
0.077258,8,2304.371251
3.905534,15,2305.704926
5.959138,6,2306.212501
-0.879289,1,2306.228647
6.357494,5,2306.648065
0.958112,10,2307.472261
-0.875147,1,2307.49892
-1.304365,2,2307.685475
-2.676518,10,2308.579766
2.210711,4,2308.887527
11.864478,11,2309.954363
13.275879,25,2312.219247
3.428356,2,2312.329982
3.149117,11,2313.323926
10.520975,18,2314.909297
9.346123,11,2315.973335
5.009138,6,2316.375386
1.581493,3,2316.681793
5.61664,8,2317.271543
9.900336,12,2318.233841
3.438406,11,2319.172472
4.403776,13,2320.399299
0.263339,6,2320.906218
-0.838579,1,2320.930478
-0.133188,20,2322.643429
0.139848,3,2323.007542
-1.292183,13,2324.077312
-0.826863,1,2324.319329
3.928671,8,2325.17252
1.628061,3,2325.378269
-0.376081,3,2325.733636
14.100429,26,2328.713887
0.407136,3,2328.938073
-0.913431,1,2329.132252
-2.476152,8,2329.853021
-2.416295,7,2330.333358
-0.754437,3,2330.600801
3.240559,9,2331.147521
-0.927574,1,2331.355867
0.591981,11,2332.200357
-0.365929,2,2332.371325
-0.180172,10,2333.146195
0.367473,8,2333.915402
-0.903431,1,2334.056287
9.059138,7,2334.520721
1.730488,3,2334.845226
-1.042548,10,2335.680112
-0.548873,7,2336.206282
3.490782,5,2336.640245
2.074142,4,2336.884486
4.073066,8,2337.521851
14.768662,19,2338.930561
3.078284,5,2339.403899
3.424214,2,2339.565171
4.894113,14,2340.789528
0.662893,10,2341.684857
1.030904,4,2342.070547
-0.134315,6,2342.598311
-2.077939,6,2343.115623
0.026548,6,2343.597165
-0.871005,1,2343.624245
6.315067,4,2343.918322
-0.186081,5,2344.393246
0.885492,3,2344.557646
0.29733,20,2346.106492
0.28799,4,2346.398867
-0.915858,1,2346.5799
9.550631,10,2347.372893
1.359706,3,2347.595464
2.861177,15,2349.134091
0.928924,3,2349.312272
-1.224508,2,2349.448935
0.124853,2,2349.617392
7.871047,21,2351.225222
-2.711005,4,2351.518494
-0.222944,2,2351.72283
0.820538,5,2352.102779
0.88069,7,2352.832502
-0.877574,1,2352.850503
-0.893431,1,2353.06199
0.47799,6,2353.549929
1.914996,3,2353.718524
6.554773,12,2354.82967
2.14328,5,2355.366627
6.261118,15,2356.550686
5.916711,5,2356.965026
-0.919289,1,2356.979833
-0.781005,3,2357.255504
6.259411,13,2358.269995
-1.178457,7,2358.955127
3.686833,14,2360.057234
1.500122,8,2360.658679
1.549706,7,2361.166004
-0.875147,1,2361.348712
-1.432649,2,2361.497565
2.436985,4,2361.891769
-2.634437,3,2362.10031
5.57992,10,2362.89694
0.742691,6,2363.453327
0.268284,2,2363.620578
-0.009735,11,2364.576852
-1.927574,4,2364.91457
-0.965858,1,2364.921391
5.58664,8,2365.527407
4.870854,3,2365.825861
1.436518,13,2366.95241
11.032977,11,2367.905437
-1.070437,7,2368.438277
9.751341,12,2369.443342
3.696194,8,2370.088971
4.406417,6,2370.652735
1.416274,10,2371.434154
3.458356,4,2371.699228
-0.757574,3,2372.057245
-2.678234,12,2373.008048
16.467392,24,2374.991602
-0.396791,8,2375.581266
0.829483,4,2375.939211
-0.885147,1,2375.961263
0.748183,13,2377.072937
-0.60529,3,2377.225572
4.237271,8,2377.901363
4.830488,9,2378.639223
-2.952944,5,2378.993968
-0.951716,1,2379.150135
2.0,1,2379.153316
-0.825147,1,2379.37157
-0.779289,3,2379.564983
1.120711,3,2379.840118
6.737494,9,2380.38456
2.414214,1,2380.534544
-0.99,1,2380.538649
-2.591005,3,2380.856424
7.553818,15,2382.146705
2.448356,3,2382.445427
4.444214,3,2382.607503
-0.453015,6,2383.148574
1.785635,6,2383.577608
0.124853,2,2383.75406
-1.087939,2,2383.941049
-2.50066,7,2384.699912
0.800639,12,2385.597587
1.114092,7,2386.15159
3.01,2,2386.294764
2.48463,13,2387.372757
5.493545,17,2388.645586
3.543057,6,2389.121539
-2.043087,2,2389.347295
7.196417,12,2390.381412
4.519167,19,2392.319274
-0.340934,2,2392.554643
3.424214,2,2392.770815
1.080854,11,2393.901819
-0.965858,1,2394.060622
2.000345,4,2394.463306
-1.25331,17,2395.836617
2.85397,9,2396.702105
-0.355593,9,2397.466808
4.512498,8,2398.082216
0.589066,3,2398.373013
4.773869,15,2399.641955
-1.377502,2,2399.781281
9.473057,27,2402.270742
0.156569,2,2402.436047
-1.404365,2,2402.630815
1.914996,3,2402.825617
7.785849,5,2403.370023
5.375778,5,2403.684203
0.405269,4,2404.14991
3.494041,19,2405.884424
-1.562965,6,2406.539688
4.857696,8,2407.241575
5.700315,22,2409.313826
8.023991,6,2409.796135
0.068284,2,2409.923332
2.0,1,2409.927972
0.224264,12,2411.063448
-0.849289,1,2411.270767
1.470782,3,2411.388866
-0.899289,1,2411.60841
-0.965858,1,2411.613701
-2.086934,3,2411.935448
5.994996,9,2412.642232
4.556488,9,2413.499458
3.603209,7,2413.951518
3.479209,20,2415.753051
-1.665097,5,2416.283242
-1.309361,2,2416.46611
-0.951716,1,2416.473464
-1.823431,2,2416.641134
-0.891716,1,2416.861166
2.635168,13,2417.989548
-0.836863,1,2418.168397
0.502498,2,2418.336413
-1.693726,2,2418.505365
6.019697,6,2419.09362
2.304133,7,2419.606881
-0.814609,9,2420.556033
1.520315,11,2421.521168
6.735118,15,2422.854665
-0.933431,1,2422.871574
2.813919,4,2423.263515
3.424214,2,2423.409174
5.530782,7,2423.943871
3.56791,4,2424.292834
1.558356,7,2424.791964
7.011657,14,2425.990252
1.234903,6,2426.532908
1.677279,6,2427.058536
-0.292527,10,2427.933667
1.82397,6,2428.526025
9.782123,22,2430.539655
2.103991,7,2431.299199
-2.107939,2,2431.463048
-0.293818,9,2432.214366
3.478356,4,2432.493247
1.661279,5,2432.931351
0.288284,3,2433.128744
3.842569,2,2433.276604
-1.308873,5,2433.808815
-0.780294,3,2433.987263
0.434214,2,2434.146196
-1.465786,2,2434.284016
1.724781,4,2434.535875
-0.456152,4,2434.946836
-0.923431,1,2435.120756
6.258061,9,2435.887549
2.272426,5,2436.434826
-0.961716,1,2436.443311
-0.899289,1,2436.598448
-0.901716,1,2436.613722
5.733919,9,2437.407859
0.732405,5,2437.685426
0.124853,2,2437.896493
-0.951716,1,2438.039928
8.774255,13,2439.100597
0.134853,4,2439.415099
-0.98,1,2439.556576
3.014142,2,2439.680266
0.202426,4,2440.029885
7.687351,8,2440.639762
-0.264365,2,2440.848676
-0.875147,1,2440.87516
2.897544,14,2442.178105
0.136569,2,2442.391896
-1.136224,2,2442.523077
0.176569,2,2442.733623
-2.03865,4,2443.059957
3.842569,2,2443.204046
-2.577006,6,2443.746672
8.579899,16,2445.084523
4.45664,3,2445.438908
3.01,2,2445.60616
4.034142,3,2445.737641
0.831198,5,2446.125031
-0.276081,2,2446.341939
4.475412,15,2447.453186
13.072611,16,2448.822353
8.46992,8,2449.412939
3.334853,5,2449.947963
-2.204508,2,2450.109285
0.607351,2,2450.297654
-0.905858,1,2450.310367
2.52664,7,2450.873613
7.530084,17,2452.210579
4.080975,13,2453.387964
0.517696,6,2453.862166
-0.945858,1,2453.873083
-0.032792,6,2454.364273
1.086569,3,2454.628035
2.592468,14,2456.031483
-0.96,1,2456.038413
-1.051177,9,2457.005952
4.478204,9,2457.748963
-0.911716,1,2457.882739
-0.917574,1,2457.894088
1.678061,4,2458.300743
-0.961716,1,2458.445605
11.23455,14,2459.68326
5.830488,8,2460.395308
1.49664,3,2460.549303
3.842569,2,2460.729632
-0.123524,9,2461.559714
1.593209,4,2461.928575
2.144853,6,2462.346725
-0.955858,1,2462.35622
4.090711,6,2462.809951
14.7705,30,2465.476615
11.478692,15,2466.664173
1.514214,3,2466.824014
-0.863431,1,2467.003297
1.47664,4,2467.297683
13.647779,29,2469.524807
7.27135,9,2470.371366
0.939138,4,2470.66236
1.757199,21,2472.393447
-1.779949,9,2473.16887
2.105097,22,2475.152886
0.803625,9,2475.816678
-0.861005,1,2475.981177
2.604214,4,2476.295346
0.462498,2,2476.474051
3.842569,2,2476.652203
2.0,1,2476.656549
1.755269,20,2478.220454
-0.253532,10,2479.042433
3.717494,12,2479.951213
5.990854,6,2480.39595
0.891198,11,2481.194998
-0.876863,1,2481.213369
3.014142,2,2481.389859
14.643006,35,2484.15649
0.423553,5,2484.513083
2.906711,4,2484.812834
2.788549,10,2485.650124
2.383137,4,2485.98894
0.187056,6,2486.54111
0.992548,10,2487.367847
-0.082649,7,2487.895156
1.472498,4,2488.241633
2.124853,7,2488.651322
7.082275,10,2489.360139
2.148843,6,2489.861059
1.696346,3,2490.214624
-0.879289,1,2490.235587
0.254487,7,2490.857169
1.601493,8,2491.434425
2.718772,9,2492.012065
1.234853,5,2492.458496
-0.859289,1,2492.481276
-0.839289,1,2492.678498
2.64997,18,2494.051198
3.940193,8,2494.780764
-1.146224,3,2494.943916
2.414214,1,2495.087589
-0.917574,1,2495.095016
-0.871005,1,2495.252004
0.539066,2,2495.414911
0.216569,2,2495.599159
-0.861005,1,2495.626443
-1.095513,4,2495.984701
-1.885219,4,2496.374952
6.794133,5,2496.847736
-1.269361,2,2496.995425
1.777208,6,2497.4905
2.580782,4,2497.850307
13.053473,15,2499.076475
6.68862,16,2500.457698
-0.901716,1,2500.616107
14.446581,32,2503.30799
4.882599,13,2504.373905
1.180904,8,2505.043688
3.029848,7,2505.749885
-0.861716,1,2505.777636
-1.649289,3,2506.062984
5.53664,8,2506.622925
-1.051766,14,2507.861804
-0.884954,5,2508.294306
-0.835147,1,2508.437521
5.904996,4,2508.758482
-0.832721,1,2508.790566
3.842569,2,2508.952404
-0.709584,11,2509.863689
-0.851005,1,2509.893257
-0.915858,1,2510.08861
0.773919,3,2510.277399
2.683057,7,2510.889305
-0.846863,1,2510.924608
0.818061,4,2511.237844
-0.57201,4,2511.658602
0.080193,17,2512.988691
2.0,1,2512.992829
2.589066,4,2513.329179
0.096913,6,2513.890208
0.340416,5,2514.401393
2.386417,10,2515.241665
-1.805513,5,2515.6581
-0.606863,5,2516.163827
-0.913431,1,2516.177995
5.975706,6,2516.622138
3.062132,25,2518.952097
-0.937574,1,2518.965697
1.778032,10,2520.002088
5.194457,20,2522.139141
0.236569,2,2522.373308
0.320559,8,2523.171802
6.900408,13,2524.500154
-1.844092,6,2525.102181
-0.913431,1,2525.114175
-0.853431,1,2525.316647
-1.490294,6,2525.953589
1.420854,6,2526.449806
-2.502578,6,2527.056188
0.913625,10,2527.805519
-0.971716,1,2527.814051
1.740782,5,2528.414916
0.803339,9,2529.230955
2.534062,6,2529.808414
9.182275,10,2530.645476
2.414214,1,2530.782973
-0.909289,1,2530.801574
8.54992,9,2531.749168
2.657351,10,2532.48005
4.225534,19,2534.273171
5.477128,17,2535.781712
-0.666863,3,2535.96888
1.901493,7,2536.663374
-1.360934,2,2536.852883
-0.99,1,2536.85744
-2.662599,9,2537.836453
3.197279,7,2538.32599
-0.713797,5,2538.861989
-1.353158,4,2539.177494
-0.905858,1,2539.194247
4.655757,10,2540.158348
11.902977,9,2540.991412
12.339941,29,2543.369045
0.756497,5,2543.875585
11.065475,29,2546.561012
11.349138,24,2548.692328
0.638305,10,2549.674269
6.651981,16,2551.021845
-1.357645,2,2551.1398
-0.875147,1,2551.312064
11.399617,10,2552.172846
-0.489218,2,2552.323116
0.568549,23,2554.231975
-0.917574,1,2554.392965
-0.309584,9,2555.105276
-2.077939,8,2555.77053
-0.871005,1,2555.945621
-1.156224,8,2556.561437
-0.879289,1,2556.576329
-0.911716,1,2556.727692
9.238843,9,2557.480418
-0.937574,1,2557.660247
7.063991,7,2558.175623
-0.917574,1,2558.375425
11.847128,24,2560.280413
2.091564,6,2560.761495
-0.547086,7,2561.347731
-0.957574,1,2561.483148
6.957443,14,2562.900199
-0.897574,1,2562.917958
-0.989382,9,2563.750019
4.45664,3,2563.887106
6.826753,15,2565.187382
-0.863431,1,2565.217033
1.455421,4,2565.556748
-0.921716,1,2565.699132
-0.241076,2,2565.864786
2.821758,11,2566.602848
-2.008944,5,2567.110378
-1.127939,2,2567.301151
2.05463,7,2567.842904
-0.977086,5,2568.387896
6.291909,14,2569.587593
0.971838,9,2570.215644
2.544924,9,2571.051342
1.797056,6,2571.49246
10.738915,10,2572.300062
1.949828,11,2573.067998
2.667351,6,2573.552428
-1.95,3,2573.834326
2.290955,13,2574.834437
0.482498,2,2574.980019
0.530122,5,2575.525854
-0.349218,2,2575.730429
2.444214,3,2575.902494
-0.170374,5,2576.381533
-0.965858,1,2576.388722
0.163137,4,2576.719765
0.522498,2,2576.919581
0.476274,4,2577.270621
0.819066,5,2577.747414
-0.787595,10,2578.539175
-0.689949,6,2579.07164
0.108284,2,2579.235481
-0.955858,3,2579.343967
-0.915858,1,2579.467882
0.184853,5,2579.815524
-1.786863,2,2580.020313
2.191615,6,2580.547414
-2.161076,2,2580.753339
-0.95,1,2580.90446
3.668204,6,2581.374538
2.0,1,2581.377483
1.219706,4,2581.673678
-1.184508,6,2582.179703
-1.911716,2,2582.306109
3.702325,10,2583.27082
0.196569,2,2583.434403
-1.996934,3,2583.761245
3.152304,18,2585.125368
-0.367006,6,2585.685863
0.977969,5,2586.008223
-0.911716,1,2586.163713
3.01,2,2586.283189
2.0,1,2586.287822
-0.891716,1,2586.488764
8.815483,15,2587.736712
7.84254,35,2590.871174
-0.237696,9,2591.693016
9.469962,18,2593.146444
4.862569,3,2593.47892
-1.176224,7,2593.938187
3.041564,5,2594.424316
3.261421,15,2595.468199
2.31598,11,2596.631251
0.312132,3,2596.813006
3.894996,4,2597.157748
-0.919289,1,2597.3091
-0.853431,1,2597.345109
3.452498,3,2597.625977
7.655483,10,2598.377185
4.930833,8,2599.21444
0.240711,3,2599.440657
0.516985,4,2599.781461
-0.849289,1,2599.965428
6.530782,5,2600.256411
5.028965,13,2601.491069
4.726346,11,2602.312244
1.661493,5,2602.782472
-0.497502,2,2602.931498
7.960185,41,2606.597213
0.013919,4,2606.898939
0.298995,4,2607.211027
0.309706,7,2607.813778
-0.700294,3,2607.980883
9.095891,19,2610.031423
-0.286081,3,2610.23336
5.478356,4,2610.607571
-1.014163,18,2612.167763
3.424214,2,2612.300762
0.133137,2,2612.483108
2.949016,11,2613.528458
-0.875147,1,2613.545546
8.451636,7,2614.146973
3.424214,2,2614.313047
-0.937574,1,2614.324146
2.882994,10,2615.248897
3.143991,8,2615.852276
3.424163,21,2617.768937
3.753209,5,2618.067093
1.294558,4,2618.405762
-0.679584,3,2618.762406
0.336569,6,2619.20585
3.16918,7,2619.794306
10.971972,25,2622.225439
-0.951716,1,2622.234521
-0.863431,1,2622.393512
4.025706,5,2622.681247
6.517178,18,2624.318238
-0.901005,1,2624.458946
4.034142,3,2624.600432
0.462498,2,2624.756081
0.784781,4,2625.124357
-1.114508,7,2625.746168
1.792914,5,2626.085797
0.529411,4,2626.438971
1.575635,5,2626.909418
-2.606152,4,2627.275292
0.06,2,2627.459978
-0.98,1,2627.465569
2.0,1,2627.614029
4.468356,4,2627.931821
5.098284,6,2628.433274
3.842569,2,2628.60507
1.550782,8,2629.169372
1.188995,3,2629.376062
0.857157,18,2630.848096
3.424214,2,2630.984998
2.816812,19,2632.72534
0.136569,2,2632.864239
6.03595,23,2634.769164
-1.126791,4,2635.086189
-0.907574,1,2635.250913
0.481279,2,2635.454026
-0.951716,1,2635.462075
-0.881005,1,2635.631722
1.279483,13,2636.74548
1.562346,8,2637.42228
-0.688579,3,2637.710061
-1.942082,7,2638.196932
3.707544,9,2638.990849
5.191514,11,2639.913918
7.142986,9,2640.740061
-0.951716,1,2640.748075
2.225563,7,2641.444504
-0.432649,5,2641.785757
0.207128,5,2642.243804
5.345341,8,2643.007971
4.038284,3,2643.130179
5.100559,13,2644.193152
1.208335,9,2644.862692
2.01,2,2645.027255
3.438356,3,2645.384169
5.357494,5,2645.622987
-0.971716,1,2645.782941
9.685118,18,2647.358813
2.03,4,2647.688154
-0.24537,4,2648.042979
4.470904,10,2649.072674
0.768549,12,2650.083797
-0.881005,1,2650.096792
-0.923431,2,2650.276662
6.932569,5,2650.820849
0.568692,10,2651.680618
2.933667,9,2652.412131
-0.893431,1,2652.619315
0.076569,2,2652.835833
14.916947,20,2654.725844
0.081564,2,2654.910593
4.66204,22,2657.235218
3.054142,4,2657.617399
-0.515442,7,2658.264552
4.770488,10,2659.156689
-0.164508,2,2659.32361
3.842569,2,2659.469597
0.203137,4,2659.816073
3.116569,8,2660.498858
4.55664,7,2661.240493
10.702691,18,2663.280507
6.108284,5,2663.697018
1.052914,5,2664.31272
-0.917574,1,2664.341302
1.756833,7,2665.161983
1.66664,7,2665.778089
-2.241076,2,2665.994683
3.082275,6,2666.527074
3.044142,4,2666.94012
4.448356,3,2667.37299
-0.782721,5,2667.767937
0.223137,4,2668.189849
5.920874,23,2670.420167
1.312132,3,2670.636097
5.689554,8,2671.49268
7.293137,12,2672.531139
3.986985,9,2673.546427
-0.51201,4,2673.926578
14.05918,17,2675.385812
-1.759239,4,2675.792578
1.77463,8,2676.548809
3.673919,7,2677.14286
-0.082082,3,2677.388411
0.763625,6,2677.883276
-0.893431,3,2678.237388
0.164853,2,2678.446976
2.448356,3,2678.612462
-1.746863,2,2678.820213
3.573532,13,2680.31431
0.437136,3,2680.542991
1.341118,8,2681.281232
1.532498,7,2681.9454
-0.499218,3,2682.09877
1.400315,13,2683.405119
1.467279,6,2683.86972
3.91997,13,2685.053513
3.000761,12,2686.232199
3.842569,2,2686.394486
4.044142,4,2686.697363
2.059848,3,2687.105507
0.136569,3,2687.253301
3.134701,6,2687.788554
2.865635,8,2688.521244
3.015706,5,2689.110263
1.539066,3,2689.34762
6.782052,17,2690.860974
-0.846863,1,2690.894529
4.342691,20,2692.633718
0.422843,3,2693.092472
10.594154,27,2695.670012
0.530782,2,2695.877089
-0.875147,2,2696.064441
1.798305,15,2697.66077
3.974184,6,2698.296005
3.801198,15,2699.693895
-1.818579,2,2699.86977
3.305563,5,2700.439139
3.765807,13,2701.741682
4.672052,7,2702.401665
-0.899289,1,2702.422802
1.868486,13,2703.83299
8.041564,7,2704.393349
6.565778,7,2705.085881
6.385778,7,2705.674632
-0.899289,1,2705.822308
10.063444,15,2707.20246
-1.517502,2,2707.370501
0.124853,2,2707.551652
3.47664,5,2708.165133
0.033991,5,2708.53541
2.838406,8,2709.313573
2.496488,7,2710.085148
1.138305,25,2712.275166
-1.205219,5,2712.815814
-0.848579,1,2712.854003
-0.25402,8,2713.678869
-0.032599,13,2714.851529
4.807392,15,2716.144954
4.791707,5,2716.753974
10.347342,7,2717.309397
-2.062792,4,2717.706648
0.168995,7,2718.348303
2.043482,4,2718.824413
3.709706,8,2719.817414
-3.978793,4,2720.331883
-0.832721,1,2720.363572
4.862569,3,2720.764679
-0.917574,1,2720.788928
4.369209,5,2721.376885
2.014142,2,2721.549265
-0.891716,1,2721.57425
-0.865147,1,2721.827445
10.203839,10,2722.964488
0.559066,2,2723.168372
-1.403167,5,2723.615639
-1.296081,2,2723.819968
-0.329361,2,2724.015596
-0.686863,3,2724.333564
4.444214,3,2724.559276
4.068284,5,2725.148701
2.118843,6,2725.730697
5.941686,15,2727.166846
2.908549,9,2728.187891
-0.937574,1,2728.201189
0.384558,4,2728.595928
-0.933431,1,2728.758203
5.892569,4,2729.124045
3.428356,2,2729.267061
1.513209,3,2729.46156
5.862662,13,2730.822842
-0.879289,1,2730.847219
0.997178,10,2731.863186
6.301909,11,2732.959958
-2.523869,4,2733.327935
-0.943431,1,2733.341969
0.206569,4,2733.765461
2.686245,17,2735.31343
10.287687,15,2736.626473
-1.1873,6,2737.247478
0.151909,12,2738.372396
3.742763,5,2738.954314
-1.200223,4,2739.314844
2.0,1,2739.317382
-0.736102,16,2741.123243
4.160244,11,2742.491221
0.470782,2,2742.652271
-0.2514,12,2743.945664
-1.826863,2,2744.129555
2.040315,19,2745.904078
1.416985,6,2746.511509
-2.152792,2,2746.734793
2.406833,8,2747.637351
-1.383646,15,2749.34352
-0.683726,4,2749.749837
-0.817725,6,2750.345336
5.653768,7,2750.935787
6.121564,10,2751.831484
4.979138,8,2752.585188
2.064142,6,2753.161324
2.227473,12,2754.314793
-0.591299,3,2754.751848
4.072426,5,2755.182844
1.903209,9,2756.218838
3.424214,2,2756.442929
0.731493,3,2756.685194
-4.519584,8,2757.484874
2.187473,7,2758.235816
0.430488,7,2758.874796
9.875748,19,2760.740831
2.116346,7,2761.393308
1.987035,16,2762.869507
-1.138873,7,2763.697477
14.31788,20,2765.536144
-0.961716,1,2765.543025
0.628061,3,2765.950292
2.325189,8,2766.768711
3.495778,6,2767.3431
6.874457,13,2768.721559
5.051564,8,2769.467617
4.468356,4,2769.832552
0.434214,2,2770.007479
0.655635,2,2770.295132
1.081056,10,2771.168634
-0.557868,3,2771.631824
3.823107,12,2772.709321
5.509747,17,2774.150578
-2.440437,3,2774.519681
-0.899289,1,2774.542141
-0.480934,2,2774.728968
3.34463,10,2775.714831
0.519411,6,2776.232023
-0.657157,9,2777.172403
4.832548,7,2777.83635
-1.150883,5,2778.499852
3.737696,7,2779.099126
3.084335,15,2780.717169
2.01733,12,2781.966285
1.399025,11,2783.0242
-0.891716,1,2783.216715
0.325055,5,2783.597886
2.252275,3,2784.064595
-1.372649,2,2784.333391
-0.975858,1,2784.339798
0.736346,4,2784.736436
0.573209,4,2785.153073
-0.43934,16,2786.986038
3.843066,6,2787.573226
2.042254,10,2788.695528
8.6432,22,2790.836146
-1.277645,5,2791.279303
0.392843,5,2791.657255
-0.937574,1,2791.823064
-0.756863,3,2792.034174
9.06328,7,2792.618603
-0.770294,3,2792.806725
-0.899289,1,2793.003051
6.09055,9,2793.734525
3.842569,2,2793.888875
-0.931716,1,2794.060756
3.842569,2,2794.236064
0.04,2,2794.407164
-1.20402,7,2795.034803
2.106569,6,2795.587787
-0.913431,1,2795.727685
4.870854,3,2795.92073
-0.835147,3,2796.194488
-0.909289,1,2796.21384
3.984996,10,2796.957356
9.71862,11,2797.836042
2.938772,11,2798.657376
6.560631,8,2799.319982
0.094853,4,2799.652128
-0.086934,4,2799.994061
3.923919,5,2800.489146
-1.575442,4,2800.761341
11.555139,33,2803.571543
0.790345,12,2804.586756
-0.965858,1,2804.748545
