scenario_id,mode,grid_size,route_bucket,success,failure_label,immediate_invalid_action_crash,invalid_action_crash,collision,timeout,two_cell_oscillation,longer_loop,excessive_detour,decisions,path_cost,initial_astar_cost,path_cost_gap,mean_decision_latency_ms,episode_budget,budget_to_astar_cost_ratio,repeated_cell_count,dynamic_event_count
EMPTY-G050-R050-vertical,posthoc_masked,50,empty,False,two_cell_oscillation,False,False,False,True,True,True,True,96,,24.0,,0.036239586430989824,96,4.0,68,0
EMPTY-G050-R050-diagonal,original,50,empty,True,success,False,False,False,False,False,False,False,24,33.94112549695429,33.94112549695429,0.0,0.5677958300414806,136,4.006938426723768,0,0
EMPTY-G050-R050-diagonal,posthoc_masked,50,empty,True,success,False,False,False,False,False,False,False,24,33.94112549695429,33.94112549695429,0.0,0.04068749452320238,136,4.006938426723768,0,0
EMPTY-G050-R050-goal_opposing,original,50,empty,True,success,False,False,False,False,False,False,False,24,33.94112549695429,33.94112549695429,0.0,0.49561666673980653,136,4.006938426723768,0,0
EMPTY-G050-R050-goal_opposing,posthoc_masked,50,empty,True,success,False,False,False,False,False,False,False,24,33.94112549695429,33.94112549695429,0.0,0.04511665611062199,136,4.006938426723768,0,0
EMPTY-G050-R075-horizontal,original,50,empty,False,two_cell_oscillation,False,False,False,True,True,True,True,148,,37.0,,0.5253736477194203,148,4.0,106,0
EMPTY-G050-R075-horizontal,posthoc_masked,50,empty,False,two_cell_oscillation,False,False,False,True,True,True,True,148,,37.0,,0.036095948638142764,148,4.0,106,0
EMPTY-G050-R075-vertical,original,50,empty,False,collision,False,True,True,False,False,False,False,25,,37.0,,0.5098520126193762,148,4.0,1,0
EMPTY-G050-R075-vertical,posthoc_masked,50,empty,False,longer_repeated_loop,False,False,False,True,False,True,True,148,,37.0,,0.034841215647001926,148,4.0,119,0
EMPTY-G050-R075-diagonal,original,50,empty,False,two_cell_oscillation,False,False,False,True,True,True,True,210,,52.32590180780449,,0.6669747615454807,210,4.013308758085812,129,0
EMPTY-G050-R075-diagonal,posthoc_masked,50,empty,False,two_cell_oscillation,False,False,False,True,True,True,True,210,,52.32590180780449,,0.04059000362065576,210,4.013308758085812,129,0
EMPTY-G050-R075-goal_opposing,original,50,empty,True,success,False,False,False,False,False,False,False,42,57.740115370177584,52.32590180780449,5.414213562373092,0.7162809516081498,210,4.013308758085812,0,0
EMPTY-G050-R075-goal_opposing,posthoc_masked,50,empty,True,success,False,False,False,False,False,False,False,42,57.740115370177584,52.32590180780449,5.414213562373092,0.04063094855241832,210,4.013308758085812,0,0
EMPTY-G050-R100-horizontal,original,50,empty,False,two_cell_oscillation,False,False,False,True,True,True,True,196,,49.0,,0.8588994880520492,196,4.0,145,0
EMPTY-G050-R100-horizontal,posthoc_masked,50,empty,False,two_cell_oscillation,False,False,False,True,True,True,True,196,,49.0,,0.04761836405995549,196,4.0,145,0
EMPTY-G050-R100-vertical,original,50,empty,False,collision,False,True,True,False,False,False,False,25,,49.0,,0.6575159914791584,196,4.0,1,0
EMPTY-G050-R100-vertical,posthoc_masked,50,empty,False,two_cell_oscillation,False,False,False,True,True,True,True,196,,49.0,,0.044728062657297264,196,4.0,171,0
EMPTY-G050-R100-diagonal,original,50,empty,False,immediate_invalid_action_crash,True,True,True,False,False,False,False,1,,69.2964645562816,,1.080299960449338,278,4.011748676935926,1,0
EMPTY-G050-R100-diagonal,posthoc_masked,50,empty,True,success,False,False,False,False,False,False,False,55,77.78174593052016,69.2964645562816,8.485281374238554,0.046483634717085144,278,4.011748676935926,0,0
EMPTY-G050-R100-goal_opposing,original,50,empty,True,success,False,False,False,False,False,False,False,57,78.12489168102779,67.88225099390851,10.242640687119277,0.7668543737708476,272,4.006938426723772,0,0
EMPTY-G050-R100-goal_opposing,posthoc_masked,50,empty,True,success,False,False,False,False,False,False,False,57,78.12489168102779,67.88225099390851,10.242640687119277,0.07316666622564458,272,4.006938426723772,0,0
EMPTY-G075-R025-horizontal,original,75,empty,False,two_cell_oscillation,False,False,False,True,True,True,True,72,,18.0,,0.922481943335798,72,4.0,51,0
EMPTY-G075-R025-horizontal,posthoc_masked,75,empty,False,two_cell_oscillation,False,False,False,True,True,True,True,72,,18.0,,0.07993472778859238,72,4.0,51,0
EMPTY-G075-R025-vertical,original,75,empty,False,longer_repeated_loop,False,False,False,True,False,True,True,72,,18.0,,1.1564347207442753,72,4.0,47,0
EMPTY-G075-R025-vertical,posthoc_masked,75,empty,False,longer_repeated_loop,False,False,False,True,False,True,True,72,,18.0,,0.06038194664547013,72,4.0,47,0
EMPTY-G075-R025-diagonal,original,75,empty,True,success,False,False,False,False,False,False,False,18,25.45584412271572,25.45584412271572,0.0,0.7346389077914258,102,4.006938426723767,0,0
